S,K,T,r,sigma,call_price
87.45401188473625,122.99983109899703,0.6328784803486122,0.07673996828058358,0.5090822262336057,5.574497682179249
145.07143064099162,68.45119955987116,0.23489466156601313,0.08929916875866853,0.17263488119202772,78.04110234052162
123.1993941811405,84.66396943698862,0.29640048869582114,0.05168618878411009,0.5732318976526325,41.40588270714031
109.86584841970367,116.32806368578183,0.4023086999527975,0.03602608585060668,0.5216120576232705,12.476908183808568
65.60186404424365,98.20893445244799,0.4471240020116493,0.03869619169199154,0.5594266491166678,2.3048122297980367
65.59945203362027,123.85710386348939,0.522410527960561,0.07272534325279545,0.2428222034558564,0.00131569534040777
55.80836121681995,146.12079012228597,0.5481470564788141,0.06108022305923466,0.26778496957322717,4.8196326783898305e-06
136.6176145774935,61.65466877151975,0.9386468737006951,0.05378447178795315,0.33496271727210447,78.03937839678562
110.11150117432088,120.95677163980609,1.0436677221107804,0.028249667089855664,0.21210033328862424,6.579783245786899
120.80725777960456,73.03441556321145,0.6523144558463941,0.08879101187490131,0.33271129450949555,52.04539502913482
52.05844942958024,91.44767274075693,1.81922801884542,0.08029184027566655,0.10460084278796397,0.0039990576051210786
146.99098521619942,53.286272579513984,1.1286224605109614,0.022657474156530667,0.5387682855023417,95.71214750450132
133.24426408004217,63.590738229269895,1.5855800096651431,0.043064960914192305,0.1811470200760091,73.85175439187165
71.23391106782762,81.97772890488997,1.8522637732206446,0.05879188842750023,0.3504239144542258,12.527806333419079
68.18249672071006,84.19858052879849,0.36811347342282014,0.05089047604943789,0.5644132463641254,4.578465016492238
68.34045098534338,139.9585216462096,0.8843552432454873,0.04580162548639646,0.5104912713058032,1.621047431673909
80.42422429595376,124.18129092665151,0.8947602833434871,0.07469487078044765,0.4880622890261621,5.315501402538345
102.4756431632238,147.21829681870412,0.7412208883547907,0.014905315381405371,0.4027228196541248,3.408997617325003
93.19450186421157,109.90715103352406,0.06736643977569788,0.05242693052133478,0.3181367429421613,0.07982318062919802
79.1229140198042,74.1713732091318,1.6411456101672852,0.03359635213506413,0.3230186855193169,17.20377540867473
111.18528947223794,82.76550299216429,0.2675406770301105,0.017615654671128307,0.14348280150228668,28.808976906655957
63.94938606520418,81.98359232919671,1.9911871659474298,0.051839844220266905,0.13239297764498184,1.6030579151585762
79.21446485352182,82.64943276632516,1.5572690592268041,0.025423182196351188,0.5217192594786758,20.132764380194903
86.63618432936917,117.29641731118157,1.1810195343327032,0.03324018537011878,0.30432604380068096,3.915949794378186
95.6069984217036,103.08079280904161,0.351482514596115,0.05563078565590684,0.1270080231887177,0.9875812766398973
128.51759613930136,88.54241780866442,1.0550162942168317,0.09763380819395394,0.43152713709882606,51.83990141144041
69.96737821583598,64.90897687287166,0.5591620446727273,0.07158295061232003,0.4416512002408177,12.996554559364952
101.42344384136116,52.21391629421459,0.5420289228589855,0.03516596183411423,0.21372017906450394,50.19536705163715
109.24145688620425,71.88346775876926,1.6675820362958464,0.04441654473178389,0.30535979489453424,44.173734291698906
54.64504127199977,60.747140396868126,0.7922566267208976,0.04655198370888796,0.3867120342686853,5.9354859900345325
110.75448519014384,128.54450308522394,0.928911416612068,0.023827386100993945,0.3981408827311472,11.462983158187207
67.05241236872915,61.24979578138854,1.6937812386712305,0.02445887699737127,0.35555774630040515,16.11035491622986
56.50515929852795,122.42282373068362,0.221191720151743,0.023355525113862807,0.2820982305363846,6.38462179292471e-09
144.88855372533334,88.56586897760826,1.2095048135275466,0.056949772396322526,0.13441003032529467,62.2181096841515
146.56320330745592,57.3378389743776,1.1775205786774237,0.07067674780657375,0.11114180761795714,93.80404118264678
130.8397348116461,131.27300494315858,0.8791684100700167,0.0631648616149744,0.32976736903926374,19.21663371693746
80.46137691733708,107.96305702366134,1.6680605507769812,0.09799904669080137,0.20147133348090077,4.3898687472345195
59.76721140063839,73.5761512863573,1.8886356196046006,0.02132871150318867,0.5692444226674299,14.824785860929499
118.42330265121569,139.4681174332668,0.957404930731541,0.09878269656724797,0.4202085088656208,16.024887551705078
94.01524937396013,54.52583138705515,0.9394867494468794,0.05200065404991028,0.39275405885860704,42.76013011247478
62.20382348447788,70.1819608197763,1.0290242728579522,0.029676950899942392,0.3032759261808,5.365852289623856
99.51769101112703,125.2046927805861,1.4600918601244701,0.09489527434051814,0.2647626296715536,9.034937498172738
53.43885211152184,120.93779303098891,1.3527175668629765,0.052175197913013345,0.18990398294524538,0.0016072894238051832
140.9320402078782,78.9271693724478,0.48452815095342977,0.04126122596894684,0.13007154245356248,63.5671320319497
75.8779981600017,56.20248753527831,0.17459592976871946,0.0292429093436161,0.4172488211029556,20.144448665631877
116.2522284353982,135.80780722249438,1.9010455531427393,0.0341087906004222,0.4896002255622698,26.944594395980673
81.1711076089411,81.36976380699025,0.5590860314807233,0.09812975592044974,0.5288813332139023,14.578002526830844
102.00680211778108,69.57134149282652,1.295263535146654,0.03735760959142969,0.4621539157260083,40.64172474027133
104.67102793432797,101.60618223609771,1.6654541053502587,0.09800253313836446,0.5484754409490994,36.52598541917065
68.4854455525527,141.02271992824473,0.6355396635670133,0.039719348795087844,0.5914032557332062,1.3801924561835826
146.95846277645586,54.35465778433753,1.2890951566310112,0.03082766190297058,0.5808339839569446,96.111065057249
127.51328233611146,126.58040880308877,0.2604054702409886,0.026502776461166257,0.39611514172127116,11.119680548621204
143.9498941564189,107.2473227938709,1.9413663165325383,0.04706690547465974,0.21210000162584827,47.63564099229744
139.4827350427649,92.54491165518169,0.16340863634872044,0.03131258036815245,0.15317771623716417,47.41014279980941
109.78999788110852,124.40804441050601,0.9044406139899038,0.07272441674443478,0.5969624990532094,22.06930938299943
142.18742350231167,146.58244244416323,1.0967975220170454,0.031579456182758064,0.2541951157177791,15.32429666852471
58.84925020519195,72.9206211162691,1.5914394683935598,0.08518571604980822,0.11698552962745837,1.6912702375243889
